user_id,age,country,subscription_type,registration_date,total_watch_time_hours,age_group
U3648,23,Colombia,Standard,2023-10-28,449.0,21-30 years
U3649,40,Peru,Basic,2022-10-23,283.8,31-40 years
U3650,45,Mexico,Standard,2022-04-21,273.0,41-50 years
U3651,24,Mexico,Standard,2022-09-16,499.6,21-30 years
U3652,24,Argentina,Standard,2023-12-06,118.3,21-30 years
U3653,32,Mexico,Basic,2023-02-15,154.0,31-40 years
U3654,63,Colombia,Basic,2024-02-19,120.0,61-70 years
U3655,65,Mexico,Standard,2022-11-30,240.5,61-70 years
U3656,55,Mexico,Basic,2022-09-06,284.1,51-60 years
U3657,41,Argentina,Basic,2023-02-28,90.5,41-50 years
U3658,32,Colombia,Basic,2022-12-06,287.9,31-40 years
U3659,50,Mexico,Basic,2023-07-15,69.2,41-50 years
U3660,26,Mexico,Standard,2022-08-21,20.1,21-30 years
U3661,38,Mexico,Basic,2022-06-05,427.1,31-40 years
U3662,47,Chile,Premium,2022-02-25,555.7,41-50 years
U3663,59,Peru,Basic,2023-02-18,12.6,51-60 years
U3664,53,Chile,Standard,2024-01-03,161.8,51-60 years
U3665,51,Mexico,Basic,2022-12-28,26.8,51-60 years
U3666,35,Mexico,Standard,2023-04-28,90.3,31-40 years
U3667,27,Argentina,Premium,2022-03-12,421.0,21-30 years
U3668,49,Chile,Premium,2023-01-01,27.5,41-50 years
U3670,53,Mexico,Standard,2024-01-09,488.1,51-60 years
U3671,37,Chile,Basic,2022-02-12,344.1,31-40 years
U3672,46,Peru,Basic,2022-07-27,53.6,41-50 years
U3673,47,Argentina,Basic,2022-04-06,296.5,41-50 years
U3674,33,Peru,Basic,2022-06-28,107.0,31-40 years
U3675,19,Peru,Standard,2022-12-11,189.5,11-20 years
U3676,60,Mexico,Basic,2023-01-20,400.5,51-60 years
U3677,22,Argentina,Basic,2022-08-02,390.2,21-30 years
U3678,25,Chile,Basic,2022-01-29,498.8,21-30 years
U3679,19,Mexico,Standard,2023-01-05,380.7,11-20 years
U3680,63,Mexico,Premium,2022-10-12,715.3,61-70 years
U3681,34,Peru,Basic,2022-11-10,182.2,31-40 years
U3682,43,Mexico,Premium,2022-10-01,140.1,41-50 years
U3683,60,Chile,Standard,2023-03-01,457.5,51-60 years
U3684,29,Chile,Standard,2023-04-27,513.3,21-30 years
U3685,46,Argentina,Basic,2023-01-16,493.3,41-50 years
U3686,54,Chile,Premium,2022-02-03,346.5,51-60 years
U3687,29,Argentina,Basic,2023-04-05,213.3,21-30 years
U3688,45,Colombia,Premium,2022-04-01,566.9,41-50 years
U3689,29,Chile,Premium,2022-02-26,287.2,21-30 years
U3690,30,Colombia,Basic,2022-06-01,89.5,21-30 years
U3691,27,Colombia,Premium,2022-08-07,748.0,21-30 years
U3693,31,Colombia,Standard,2022-05-24,13.0,31-40 years
U3694,39,Mexico,Standard,2022-01-01,165.2,31-40 years
U3695,59,Colombia,Basic,2023-04-24,226.7,51-60 years
U3696,24,Mexico,Basic,2023-01-14,188.8,21-30 years
U3697,27,Colombia,Standard,2022-02-14,252.1,21-30 years
U3698,35,Mexico,Basic,2022-07-31,427.1,31-40 years
U3699,54,Argentina,Premium,2022-06-21,331.4,51-60 years
U3700,47,Argentina,Basic,2022-03-23,101.0,41-50 years
U3701,63,Peru,Basic,2023-05-15,226.1,61-70 years
U3702,56,Chile,Standard,2022-07-16,57.0,51-60 years
U3703,22,Colombia,Basic,2023-11-08,295.4,21-30 years
U3704,23,Argentina,Basic,2022-09-08,230.0,21-30 years
U3705,57,Colombia,Standard,2022-05-15,21.7,51-60 years
U3706,52,Argentina,Basic,2022-08-12,83.2,51-60 years
U3707,39,Mexico,Basic,2023-10-13,168.0,31-40 years
U3709,23,Mexico,Standard,2022-06-11,534.2,21-30 years
U3710,39,Colombia,Basic,2024-01-15,454.7,31-40 years
U3711,47,Mexico,Basic,2022-04-21,284.6,41-50 years
U3712,18,Colombia,Standard,2024-01-28,156.2,11-20 years
U3713,29,Mexico,Basic,2023-10-06,482.8,21-30 years
U3714,33,Mexico,Basic,2023-09-13,52.2,31-40 years
U3715,27,Argentina,Standard,2022-10-23,321.8,21-30 years
U3716,26,Mexico,Basic,2023-02-13,157.6,21-30 years
U3717,29,Mexico,Standard,2023-03-27,436.7,21-30 years
U3718,28,Chile,Standard,2023-05-09,84.8,21-30 years
U3719,22,Colombia,Basic,2022-06-25,342.5,21-30 years
U3720,62,Argentina,Basic,2022-02-13,83.0,61-70 years
U3721,18,Mexico,Standard,2023-12-14,523.8,11-20 years
U3722,41,Mexico,Standard,2023-11-06,162.7,41-50 years
U3723,48,Mexico,Standard,2022-02-01,109.0,41-50 years
U3724,59,Peru,Standard,2022-02-02,268.2,51-60 years
U3725,61,Mexico,Basic,2023-01-01,302.7,61-70 years
U3726,32,Peru,Standard,2023-11-28,320.0,31-40 years
U3727,40,Peru,Standard,2022-06-25,378.2,31-40 years
U3728,20,Colombia,Basic,2022-11-23,344.3,11-20 years
U3729,54,Colombia,Standard,2023-06-03,101.6,51-60 years
U3730,64,Argentina,Standard,2022-02-25,195.7,61-70 years
U3731,25,Mexico,Standard,2023-06-28,455.7,21-30 years
U3733,53,Mexico,Basic,2023-12-01,182.3,51-60 years
U3735,50,Mexico,Basic,2022-09-29,200.0,41-50 years
U3736,54,Mexico,Basic,2023-09-26,236.3,51-60 years
U3737,50,Mexico,Standard,2022-10-03,548.9,41-50 years
U3738,29,Peru,Premium,2023-01-20,36.6,21-30 years
U3739,49,Mexico,Standard,2023-04-14,267.2,41-50 years
U3740,50,Mexico,Premium,2022-07-20,69.0,41-50 years
U3741,41,Colombia,Basic,2022-11-18,56.8,41-50 years
U3742,59,Peru,Standard,2023-11-13,494.0,51-60 years
U3743,56,Mexico,Standard,2023-07-03,62.8,51-60 years
U3744,27,Argentina,Standard,2023-06-09,433.2,21-30 years
U3746,32,Peru,Standard,2024-01-15,327.2,31-40 years
U3747,33,Colombia,Premium,2023-08-26,283.2,31-40 years
U3748,37,Mexico,Basic,2023-02-18,92.4,31-40 years
U3749,65,Argentina,Standard,2023-02-23,135.0,61-70 years
U3750,32,Argentina,Standard,2023-01-01,73.5,31-40 years
U3751,46,Argentina,Premium,2023-09-29,341.5,41-50 years
U3752,32,Colombia,Standard,2022-11-30,438.7,31-40 years
U3753,22,Mexico,Basic,2023-02-11,150.4,21-30 years
U3754,43,Chile,Basic,2023-04-06,344.4,41-50 years
U3755,54,Mexico,Basic,2022-07-01,216.2,51-60 years
U3756,20,Chile,Basic,2023-04-26,294.8,11-20 years
U3757,58,Mexico,Standard,2023-12-09,300.0,51-60 years
U3758,27,Colombia,Standard,2024-02-03,160.4,21-30 years
U3759,21,Colombia,Basic,2022-03-04,130.7,21-30 years
U3760,36,Colombia,Basic,2023-02-10,442.9,31-40 years
U3761,58,Argentina,Premium,2022-07-22,285.4,51-60 years
U3762,65,Argentina,Standard,2023-04-21,223.8,61-70 years
U3763,57,Mexico,Standard,2023-02-15,366.1,51-60 years
U3764,37,Colombia,Basic,2022-01-18,384.2,31-40 years
U3765,48,Peru,Standard,2023-10-01,391.2,41-50 years
U3767,18,Argentina,Premium,2022-07-29,336.3,11-20 years
U3768,45,Mexico,Standard,2022-02-10,197.7,41-50 years
U3769,52,Colombia,Basic,2023-03-07,393.8,51-60 years
U3770,46,Chile,Basic,2023-12-07,399.5,41-50 years
U3771,42,Mexico,Basic,2022-07-04,386.4,41-50 years
U3772,32,Argentina,Basic,2022-12-25,10.2,31-40 years
U3773,34,Mexico,Standard,2023-04-06,75.1,31-40 years
U3775,43,Mexico,Standard,2023-04-08,161.3,41-50 years
U3776,55,Mexico,Standard,2023-01-30,228.8,51-60 years
U3777,53,Argentina,Standard,2022-06-11,267.3,51-60 years
U3778,53,Colombia,Standard,2024-02-07,370.0,51-60 years
U3779,40,Colombia,Premium,2024-01-17,407.0,31-40 years
U3780,41,Chile,Basic,2022-04-24,101.2,41-50 years
U3781,33,Colombia,Premium,2023-03-31,885.1,31-40 years
U3782,27,Mexico,Basic,2023-09-19,328.0,21-30 years
U3783,51,Argentina,Standard,2022-05-31,522.3,51-60 years
U3784,61,Colombia,Premium,2023-05-14,772.5,61-70 years
U3785,53,Argentina,Standard,2023-03-28,513.9,51-60 years
U3786,19,Chile,Basic,2023-10-03,289.3,11-20 years
U3787,40,Argentina,Basic,2023-07-24,484.7,31-40 years
U3788,37,Colombia,Standard,2022-04-17,66.9,31-40 years
U3789,61,Argentina,Basic,2022-03-19,155.4,61-70 years
U3790,39,Chile,Standard,2023-07-01,428.5,31-40 years
U3791,62,Mexico,Standard,2023-10-18,96.4,61-70 years
U3792,38,Argentina,Standard,2022-09-10,131.9,31-40 years
U3794,19,Chile,Basic,2023-03-27,508.0,11-20 years
U3795,52,Mexico,Premium,2023-06-21,207.0,51-60 years
U3796,20,Peru,Standard,2023-11-02,383.8,11-20 years
U3797,40,Colombia,Basic,2022-04-01,10.9,31-40 years
U3798,48,Mexico,Standard,2023-12-15,183.7,41-50 years
U3799,57,Colombia,Premium,2022-01-17,786.2,51-60 years
U3800,62,Mexico,Standard,2022-07-02,390.0,61-70 years
U3801,61,Chile,Premium,2023-12-03,760.2,61-70 years
U3802,53,Colombia,Standard,2023-04-30,509.2,51-60 years
U3803,41,Mexico,Standard,2023-03-08,299.1,41-50 years
U3804,21,Colombia,Basic,2022-11-21,314.5,21-30 years
U3805,56,Mexico,Basic,2022-07-13,192.6,51-60 years
U3806,53,Argentina,Basic,2022-08-25,33.7,51-60 years
U3807,43,Chile,Standard,2023-03-07,526.4,41-50 years
U3808,45,Colombia,Standard,2022-09-09,16.8,41-50 years
U3809,32,Mexico,Basic,2023-08-14,198.9,31-40 years
U3810,44,Mexico,Standard,2022-08-22,76.7,41-50 years
U3811,32,Colombia,Basic,2023-03-11,394.2,31-40 years
U3812,29,Chile,Basic,2022-02-27,412.2,21-30 years
U3813,26,Mexico,Basic,2022-10-15,87.4,21-30 years
U3814,52,Mexico,Basic,2023-04-15,164.5,51-60 years
U3815,60,Argentina,Standard,2022-10-18,199.6,51-60 years
U3816,53,Peru,Premium,2022-10-23,887.6,51-60 years
U3817,29,Mexico,Premium,2023-08-10,697.9,21-30 years
U3818,25,Mexico,Standard,2023-06-05,548.1,21-30 years
U3819,19,Colombia,Premium,2022-08-11,422.1,11-20 years
U3820,23,Argentina,Premium,2023-01-04,791.2,21-30 years
U3821,56,Peru,Premium,2023-05-11,399.9,51-60 years
U3822,63,Mexico,Basic,2022-08-29,341.6,61-70 years
U3823,33,Colombia,Premium,2023-06-21,888.9,31-40 years
U3824,44,Argentina,Standard,2022-12-01,384.6,41-50 years
U3825,22,Colombia,Basic,2022-08-06,319.0,21-30 years
U3826,60,Argentina,Basic,2023-10-11,404.7,51-60 years
U3827,31,Mexico,Premium,2022-08-20,478.6,31-40 years
U3828,50,Mexico,Premium,2023-10-09,262.5,41-50 years
U3829,56,Colombia,Premium,2022-12-21,450.3,51-60 years
U3830,26,Mexico,Basic,2023-09-26,280.9,21-30 years
U3831,18,Chile,Basic,2022-06-30,278.3,11-20 years
U3832,60,Mexico,Premium,2023-07-23,730.0,51-60 years
U3833,26,Argentina,Basic,2022-11-10,303.0,21-30 years
U3834,56,Mexico,Standard,2022-05-12,259.4,51-60 years
U3835,32,Chile,Standard,2022-09-05,306.2,31-40 years
U3836,62,Peru,Standard,2023-05-14,325.9,61-70 years
U3837,39,Peru,Basic,2022-07-01,179.0,31-40 years
U3838,46,Colombia,Basic,2023-11-29,390.5,41-50 years
U3839,62,Argentina,Standard,2023-08-10,158.8,61-70 years
U3840,27,Colombia,Basic,2023-06-29,165.3,21-30 years
U3841,21,Peru,Standard,2022-10-10,445.2,21-30 years
U3842,59,Argentina,Basic,2024-01-31,14.8,51-60 years
U3843,51,Colombia,Basic,2023-12-27,336.9,51-60 years
U3844,31,Colombia,Premium,2023-01-23,113.0,31-40 years
U3845,32,Peru,Premium,2022-03-20,488.5,31-40 years
U3846,32,Peru,Standard,2022-11-19,57.8,31-40 years
U3847,28,Mexico,Premium,2023-08-16,807.0,21-30 years
U3848,41,Chile,Standard,2022-02-08,319.1,41-50 years
U3849,34,Argentina,Standard,2022-09-24,33.0,31-40 years
U3850,21,Argentina,Standard,2023-06-11,98.3,21-30 years
U3851,44,Argentina,Premium,2022-04-03,278.8,41-50 years
U3852,33,Mexico,Standard,2022-10-31,477.2,31-40 years
U3853,41,Mexico,Standard,2023-06-18,104.5,41-50 years
U3854,57,Chile,Standard,2023-01-04,440.1,51-60 years
U3855,57,Argentina,Basic,2022-03-22,80.3,51-60 years
U3856,64,Chile,Standard,2022-01-25,419.0,61-70 years
U3857,32,Peru,Premium,2023-10-03,609.7,31-40 years
U3858,64,Mexico,Standard,2022-01-07,372.7,61-70 years
U3859,37,Mexico,Premium,2022-10-29,872.5,31-40 years
U3860,29,Mexico,Basic,2022-06-07,429.6,21-30 years
U3861,30,Chile,Basic,2022-03-26,86.9,21-30 years
U3862,46,Colombia,Basic,2023-03-20,428.9,41-50 years
U3863,18,Argentina,Standard,2022-08-25,271.1,11-20 years
U3864,43,Colombia,Standard,2023-05-17,216.5,41-50 years
U3865,38,Mexico,Premium,2023-01-09,772.8,31-40 years
U3866,64,Argentina,Basic,2023-11-27,12.5,61-70 years
U3867,44,Mexico,Basic,2022-04-22,68.8,41-50 years
U3868,61,Argentina,Standard,2023-03-12,534.5,61-70 years
U3869,57,Peru,Basic,2023-03-04,120.5,51-60 years
U3870,20,Colombia,Standard,2023-07-16,154.9,11-20 years
U3871,62,Colombia,Standard,2023-12-13,35.1,61-70 years
U3872,50,Argentina,Basic,2023-01-16,190.5,41-50 years
U3873,56,Colombia,Basic,2022-07-19,173.8,51-60 years
U3874,33,Chile,Premium,2022-02-24,681.9,31-40 years
U3875,49,Chile,Standard,2024-01-25,54.2,41-50 years
U3876,43,Mexico,Basic,2022-01-25,191.1,41-50 years
U3877,46,Mexico,Premium,2022-07-21,823.1,41-50 years
U3878,34,Argentina,Standard,2023-04-12,215.9,31-40 years
U3879,20,Colombia,Basic,2023-04-14,257.6,11-20 years
U3880,46,Peru,Basic,2022-12-05,463.3,41-50 years
U3881,33,Colombia,Basic,2022-07-28,411.3,31-40 years
U3882,44,Chile,Basic,2022-08-03,203.1,41-50 years
U3883,55,Colombia,Premium,2022-01-23,782.9,51-60 years
U3884,58,Peru,Basic,2022-05-30,244.6,51-60 years
U3885,29,Colombia,Basic,2023-03-26,337.9,21-30 years
U3886,61,Mexico,Standard,2022-11-03,381.8,61-70 years
U3887,59,Colombia,Basic,2022-05-19,208.6,51-60 years
U3888,35,Mexico,Basic,2024-01-31,383.7,31-40 years
U3889,62,Mexico,Standard,2024-01-15,252.9,61-70 years
U3890,26,Colombia,Standard,2022-02-10,516.8,21-30 years
U3891,45,Argentina,Basic,2023-08-30,46.3,41-50 years
U3892,35,Peru,Basic,2023-07-03,437.3,31-40 years
U3893,43,Chile,Standard,2023-06-01,225.7,41-50 years
U3894,19,Mexico,Basic,2022-07-01,517.3,11-20 years
U3895,32,Mexico,Basic,2023-01-30,249.3,31-40 years
U3896,54,Colombia,Standard,2022-10-22,514.7,51-60 years
U3897,22,Colombia,Basic,2023-01-26,173.9,21-30 years
U3898,19,Colombia,Standard,2022-07-31,118.4,11-20 years
U3899,30,Chile,Standard,2022-06-13,13.2,21-30 years
U3901,25,Colombia,Premium,2022-09-09,581.1,21-30 years
U3902,54,Colombia,Basic,2022-11-13,172.9,51-60 years
U3903,61,Argentina,Premium,2022-10-25,444.1,61-70 years
U3904,39,Argentina,Premium,2023-11-06,28.2,31-40 years
U3905,53,Mexico,Premium,2022-06-15,163.6,51-60 years
U3906,26,Mexico,Standard,2022-05-17,109.1,21-30 years
U3907,62,Chile,Basic,2022-01-25,299.1,61-70 years
U3908,49,Colombia,Standard,2024-01-17,213.4,41-50 years
U3909,25,Mexico,Premium,2022-12-05,536.1,21-30 years
U3910,43,Colombia,Basic,2023-08-23,416.2,41-50 years
U3911,18,Chile,Basic,2023-10-06,103.0,11-20 years
U3912,42,Chile,Basic,2023-09-03,139.7,41-50 years
U3913,50,Colombia,Basic,2022-06-28,402.2,41-50 years
U3914,39,Mexico,Premium,2023-04-06,815.1,31-40 years
U3915,63,Mexico,Basic,2023-09-25,246.6,61-70 years
U3916,50,Chile,Standard,2023-12-30,348.9,41-50 years
U3917,47,Colombia,Basic,2022-03-25,144.6,41-50 years
U3918,54,Mexico,Basic,2024-01-07,315.4,51-60 years
U3919,60,Argentina,Basic,2022-12-19,293.0,51-60 years
U3920,33,Mexico,Premium,2022-05-07,542.2,31-40 years
U3921,34,Chile,Basic,2022-01-03,72.9,31-40 years
U3922,22,Argentina,Basic,2023-09-25,212.6,21-30 years
U3923,49,Mexico,Basic,2023-10-29,35.2,41-50 years
U3924,61,Mexico,Premium,2022-11-27,705.6,61-70 years
U3925,18,Mexico,Basic,2022-07-17,16.8,11-20 years
U3926,25,Argentina,Premium,2022-02-23,514.6,21-30 years
U3927,36,Mexico,Standard,2023-03-04,241.4,31-40 years
U3928,61,Colombia,Standard,2022-11-09,100.9,61-70 years
U3929,19,Colombia,Standard,2023-02-22,260.0,11-20 years
U3930,29,Mexico,Basic,2023-08-10,527.0,21-30 years
U3931,29,Colombia,Basic,2022-02-17,413.8,21-30 years
U3932,54,Chile,Premium,2022-08-20,506.6,51-60 years
U3933,18,Peru,Standard,2023-12-14,264.3,11-20 years
U3934,58,Chile,Premium,2024-01-13,298.4,51-60 years
U3936,45,Mexico,Premium,2024-02-25,623.6,41-50 years
U3937,25,Mexico,Basic,2022-07-08,489.0,21-30 years
U3938,64,Peru,Premium,2022-09-12,291.0,61-70 years
U3939,25,Mexico,Standard,2023-04-30,318.9,21-30 years
U3940,53,Argentina,Premium,2024-01-24,298.2,51-60 years
U3941,56,Colombia,Premium,2022-06-17,650.1,51-60 years
U3942,48,Mexico,Basic,2022-06-20,161.5,41-50 years
U3943,55,Colombia,Standard,2022-12-14,42.9,51-60 years
U3945,37,Colombia,Premium,2024-01-31,267.6,31-40 years
U3946,32,Mexico,Basic,2022-09-02,471.1,31-40 years
U3947,52,Colombia,Basic,2022-05-04,22.1,51-60 years
U3948,49,Chile,Standard,2024-01-08,284.1,41-50 years
U3949,46,Mexico,Standard,2022-12-10,320.5,41-50 years
U3950,24,Colombia,Standard,2023-07-27,187.4,21-30 years
U3951,24,Mexico,Basic,2023-08-07,539.5,21-30 years
U3952,34,Chile,Basic,2022-12-18,229.4,31-40 years
U3953,29,Argentina,Basic,2023-03-24,443.2,21-30 years
U3954,24,Argentina,Basic,2022-09-11,449.0,21-30 years
U3955,54,Peru,Basic,2022-04-24,238.1,51-60 years
U3956,37,Chile,Basic,2022-12-21,293.2,31-40 years
U3957,50,Peru,Basic,2022-03-01,77.2,41-50 years
U3958,24,Colombia,Premium,2023-01-05,651.5,21-30 years
U3959,30,Mexico,Basic,2022-10-26,278.3,21-30 years
U3960,42,Colombia,Basic,2022-02-08,305.0,41-50 years
U3961,64,Chile,Basic,2022-08-24,440.1,61-70 years
U3962,29,Chile,Standard,2022-05-23,315.2,21-30 years
U3963,37,Chile,Premium,2022-02-17,385.4,31-40 years
U3964,62,Argentina,Basic,2023-10-20,339.1,61-70 years
U3965,26,Colombia,Premium,2022-08-14,186.7,21-30 years
U3967,18,Argentina,Premium,2023-04-14,831.2,11-20 years
U3968,41,Mexico,Standard,2023-03-09,164.3,41-50 years
U3969,44,Argentina,Standard,2022-10-05,487.1,41-50 years
U3970,58,Mexico,Premium,2023-05-20,450.1,51-60 years
U3971,23,Argentina,Standard,2022-11-12,553.0,21-30 years
U3972,29,Colombia,Basic,2023-12-06,281.3,21-30 years
U3973,61,Colombia,Basic,2022-06-28,241.9,61-70 years
U3974,36,Peru,Basic,2022-04-05,248.5,31-40 years
U3975,27,Colombia,Premium,2022-04-03,160.0,21-30 years
U3976,33,Peru,Standard,2023-06-07,560.2,31-40 years
U3977,48,Argentina,Premium,2022-03-20,870.7,41-50 years
U3978,50,Mexico,Basic,2022-01-13,238.8,41-50 years
U3979,53,Chile,Standard,2023-08-22,211.7,51-60 years
U3980,55,Argentina,Basic,2022-03-29,181.4,51-60 years
U3981,60,Mexico,Basic,2022-06-16,195.9,51-60 years
U3982,58,Peru,Premium,2023-09-16,813.6,51-60 years
U3983,64,Chile,Basic,2023-03-26,33.3,61-70 years
U3984,35,Peru,Premium,2023-12-20,622.6,31-40 years
U3985,51,Colombia,Premium,2023-01-03,846.0,51-60 years
U3986,34,Argentina,Basic,2023-03-25,130.0,31-40 years
U3987,62,Peru,Standard,2022-06-04,96.1,61-70 years
U3988,30,Mexico,Basic,2022-04-05,249.7,21-30 years
U3989,36,Colombia,Premium,2023-08-15,307.2,31-40 years
U3990,47,Mexico,Standard,2023-09-11,229.4,41-50 years
U3991,37,Chile,Standard,2023-11-18,383.3,31-40 years
U3992,24,Colombia,Standard,2024-02-25,114.6,21-30 years
U3993,18,Peru,Basic,2022-11-16,318.7,11-20 years
U3994,31,Colombia,Standard,2022-08-05,212.0,31-40 years
U3995,22,Mexico,Standard,2023-02-22,545.7,21-30 years
U3996,27,Mexico,Premium,2022-08-31,45.9,21-30 years
U3997,43,Mexico,Standard,2023-07-18,167.1,41-50 years
U3998,44,Peru,Basic,2023-12-14,12.7,41-50 years
U3999,39,Colombia,Standard,2022-11-29,85.4,31-40 years
U4000,60,Peru,Standard,2023-09-04,149.5,51-60 years
U4001,43,Colombia,Standard,2022-08-03,566.3,41-50 years
U4002,20,Colombia,Standard,2022-07-31,64.3,11-20 years
U4003,52,Mexico,Basic,2023-06-30,389.5,51-60 years
U4004,38,Mexico,Basic,2022-09-09,492.3,31-40 years
U4005,53,Colombia,Premium,2023-10-12,689.3,51-60 years
U4006,58,Mexico,Standard,2023-06-16,510.8,51-60 years
U4007,33,Chile,Standard,2022-03-01,383.7,31-40 years
U4008,28,Mexico,Basic,2023-04-27,98.3,21-30 years
U4009,41,Argentina,Basic,2023-08-06,225.1,41-50 years
U4010,20,Peru,Basic,2022-07-01,86.2,11-20 years
U4011,35,Colombia,Basic,2023-12-08,271.9,31-40 years
U4012,55,Mexico,Basic,2022-08-30,165.7,51-60 years
U4013,64,Mexico,Basic,2022-07-25,132.0,61-70 years
U4014,48,Colombia,Standard,2022-04-20,45.9,41-50 years
U4015,25,Chile,Basic,2024-02-04,515.0,21-30 years
U4016,59,Chile,Premium,2023-01-06,198.7,51-60 years
U4017,40,Peru,Basic,2022-01-04,274.0,31-40 years
U4018,58,Colombia,Standard,2022-05-07,326.3,51-60 years
U4019,29,Mexico,Basic,2022-10-01,274.1,21-30 years
U4020,59,Peru,Premium,2023-04-09,330.7,51-60 years
U4021,32,Mexico,Premium,2023-09-11,410.4,31-40 years
U4022,51,Chile,Basic,2022-05-28,196.8,51-60 years
U4023,42,Argentina,Premium,2023-04-10,458.9,41-50 years
U4024,49,Mexico,Standard,2023-04-06,505.0,41-50 years
U4025,34,Chile,Standard,2023-05-30,143.9,31-40 years
U4026,39,Mexico,Premium,2022-12-28,276.0,31-40 years
U4027,58,Colombia,Premium,2023-08-03,566.2,51-60 years
U4028,26,Chile,Standard,2023-10-26,329.3,21-30 years
U4029,19,Mexico,Premium,2023-08-18,80.4,11-20 years
U4030,45,Chile,Standard,2022-11-14,79.1,41-50 years
U4031,26,Argentina,Basic,2022-11-24,238.0,21-30 years
U4032,19,Peru,Standard,2022-09-16,559.7,11-20 years
U4033,60,Colombia,Standard,2023-05-07,60.5,51-60 years
U4034,20,Colombia,Basic,2023-01-24,349.6,11-20 years
U4035,38,Chile,Premium,2023-07-22,431.0,31-40 years
U4036,61,Argentina,Standard,2022-06-15,95.2,61-70 years
U4037,33,Argentina,Standard,2023-06-01,199.5,31-40 years
U4038,41,Chile,Basic,2022-09-01,226.0,41-50 years
U4039,53,Chile,Basic,2023-07-18,179.2,51-60 years
U4040,64,Mexico,Premium,2024-02-07,232.5,61-70 years
U4041,55,Argentina,Standard,2024-02-01,108.3,51-60 years
U4042,29,Peru,Basic,2023-04-04,88.9,21-30 years
U4043,20,Colombia,Premium,2023-05-13,127.9,11-20 years
U4044,37,Colombia,Premium,2023-08-27,445.2,31-40 years
U4045,23,Argentina,Standard,2022-09-30,106.5,21-30 years
U4046,39,Mexico,Premium,2022-07-06,466.0,31-40 years
U4047,18,Mexico,Basic,2023-02-25,487.3,11-20 years
U4048,18,Chile,Standard,2023-06-26,270.3,11-20 years
U4049,46,Colombia,Standard,2023-02-12,482.9,41-50 years
U4050,51,Mexico,Basic,2022-10-26,56.4,51-60 years
U4051,36,Chile,Standard,2023-01-29,296.3,31-40 years
U4052,35,Colombia,Basic,2024-02-14,143.8,31-40 years
U4053,19,Chile,Standard,2023-02-27,273.0,11-20 years
U4054,54,Mexico,Standard,2022-05-17,438.1,51-60 years
U4055,62,Chile,Basic,2022-06-10,48.9,61-70 years
U4056,62,Argentina,Standard,2022-06-22,519.6,61-70 years
U4057,63,Mexico,Standard,2022-10-04,506.4,61-70 years
U4058,60,Mexico,Basic,2022-03-17,287.3,51-60 years
U4059,20,Peru,Standard,2022-06-25,60.5,11-20 years
U4060,34,Colombia,Basic,2023-02-07,190.9,31-40 years
U4061,62,Mexico,Basic,2022-08-24,19.9,61-70 years
U4062,55,Chile,Basic,2022-07-31,218.1,51-60 years
U4063,23,Chile,Basic,2023-02-05,326.9,21-30 years
U4064,24,Argentina,Basic,2022-11-04,41.5,21-30 years
U4065,26,Peru,Premium,2022-04-08,34.7,21-30 years
U4067,47,Mexico,Standard,2022-09-13,437.1,41-50 years
U4068,39,Mexico,Standard,2023-04-17,48.3,31-40 years
U4069,26,Peru,Basic,2023-10-01,295.5,21-30 years
U4070,57,Mexico,Standard,2022-11-22,190.7,51-60 years
U4071,35,Peru,Standard,2022-03-04,301.5,31-40 years
U4072,39,Mexico,Basic,2022-01-21,383.1,31-40 years
U4073,29,Colombia,Standard,2023-07-18,31.7,21-30 years
U4074,61,Mexico,Standard,2023-06-06,254.8,61-70 years
U4075,27,Mexico,Standard,2022-06-09,69.9,21-30 years
U4076,41,Colombia,Basic,2023-07-30,101.9,41-50 years
U4077,25,Colombia,Standard,2023-12-09,561.6,21-30 years
U4078,32,Argentina,Premium,2022-11-18,675.4,31-40 years
U4079,43,Peru,Standard,2023-05-21,564.4,41-50 years
U4080,18,Mexico,Standard,2023-04-26,472.7,11-20 years
U4081,36,Mexico,Standard,2022-12-19,159.7,31-40 years
U4082,32,Peru,Premium,2022-11-09,756.1,31-40 years
U4083,53,Peru,Basic,2022-05-08,101.3,51-60 years
U4084,39,Argentina,Basic,2022-02-05,473.2,31-40 years
U4085,24,Mexico,Basic,2022-03-17,257.7,21-30 years
U4086,40,Argentina,Basic,2022-06-25,281.2,31-40 years
U4087,63,Argentina,Premium,2022-05-29,642.6,61-70 years
U4088,29,Argentina,Standard,2022-05-12,272.7,21-30 years
U4089,44,Colombia,Basic,2022-01-15,67.4,41-50 years
U4090,47,Mexico,Standard,2022-11-06,243.2,41-50 years
U4091,25,Argentina,Standard,2023-01-02,87.1,21-30 years
U4092,22,Argentina,Premium,2022-01-04,252.0,21-30 years
U4093,20,Peru,Basic,2023-10-07,362.2,11-20 years
U4094,35,Colombia,Basic,2023-01-09,284.3,31-40 years
U4095,51,Colombia,Premium,2023-08-03,575.1,51-60 years
U4096,57,Chile,Basic,2022-12-07,113.8,51-60 years
U4097,40,Colombia,Standard,2022-11-23,583.4,31-40 years
U4098,22,Argentina,Standard,2023-11-07,588.8,21-30 years
U4099,62,Peru,Basic,2024-01-19,166.0,61-70 years
U4100,64,Argentina,Premium,2022-05-26,183.5,61-70 years
U4101,46,Chile,Standard,2023-12-13,67.1,41-50 years
