session_id,user_id,content_id,watch_date,watch_duration_minutes,completion_percentage,device_type,quality_level
S165020,U3696,M161,2024-02-06,21,20.7,Mobile,HD
S165022,U3696,M122,2024-07-10,24,15.8,Tablet,SD
S165028,U3696,M019,2024-08-25,11,14.2,Tablet,HD
S165041,U3696,S024,2024-08-03,8,17.9,Tablet,HD
S165124,U3698,M087,2024-08-21,24,17.8,Tablet,HD
S165202,U3700,S033,2024-01-19,5,20.4,Smart TV,SD
S165235,U3701,M149,2024-04-17,20,17.6,Mobile,HD
S165254,U3701,M033,2024-02-24,19,16.2,Desktop,HD
S165274,U3702,S053,2024-03-22,5,12.6,Tablet,SD
S165275,U3702,S068,2024-02-21,3,14.6,Mobile,SD
S165277,U3702,M151,2024-06-11,21,14.5,Smart TV,SD
S165284,U3703,M197,2024-07-18,27,17.4,Smart TV,SD
S165285,U3703,M193,2024-06-20,9,11.0,Desktop,HD
S165299,U3703,M065,2024-07-26,15,14.8,Tablet,SD
S165310,U3703,M186,2024-04-17,18,12.2,Smart TV,4K
S165312,U3703,S065,2024-04-22,8,18.4,Tablet,SD
S165330,U3704,S066,2024-01-31,4,11.8,Tablet,HD
S165334,U3704,S055,2024-03-31,8,14.4,Smart TV,HD
S165354,U3705,M030,2024-03-20,15,10.4,Smart TV,HD
S165370,U3705,S035,2024-03-26,5,10.9,Smart TV,HD
S165378,U3705,S009,2024-01-05,4,11.2,Mobile,SD
S165391,U3705,S019,2024-05-27,5,13.1,Smart TV,SD
S165421,U3706,S014,2024-05-27,7,12.0,Smart TV,4K
S165425,U3706,S099,2024-07-28,6,17.0,Mobile,HD
S165450,U3706,M154,2024-06-13,12,14.8,Smart TV,SD
S165457,U3706,M050,2024-07-29,17,18.3,Desktop,HD
S165458,U3706,S010,2024-07-08,7,15.0,Smart TV,4K
S165461,U3706,M001,2024-07-09,34,19.1,Desktop,HD
S165462,U3706,M096,2024-05-31,17,20.9,Mobile,HD
S165489,U3707,M033,2024-02-02,17,14.8,Mobile,SD
S165714,U3711,S077,2024-01-29,4,19.2,Desktop,SD
S165715,U3711,M013,2024-08-15,25,14.4,Smart TV,4K
S165726,U3711,S096,2024-07-22,8,13.6,Mobile,HD
S165736,U3711,S100,2024-01-23,4,12.1,Mobile,HD
S165738,U3711,M129,2024-05-25,22,21.1,Smart TV,HD
S165754,U3712,M015,2024-02-09,37,21.0,Mobile,HD
S165758,U3712,M154,2024-07-23,9,12.1,Mobile,HD
S165778,U3713,S020,2024-07-02,6,19.0,Mobile,SD
S165785,U3714,M146,2024-06-15,14,18.3,Mobile,SD
S165948,U3719,M050,2024-08-05,15,15.8,Mobile,HD
S165958,U3719,M146,2024-07-15,8,10.4,Mobile,SD
S165959,U3719,M086,2024-04-04,17,13.6,Gaming Console,HD
S165986,U3720,M173,2024-04-15,22,13.8,Smart TV,SD
S165991,U3720,M080,2024-01-29,13,13.6,Smart TV,SD
S165995,U3720,M027,2024-08-07,17,13.4,Smart TV,SD
S165996,U3720,M057,2024-02-16,31,20.9,Smart TV,4K
S166014,U3720,M086,2024-03-23,24,18.6,Smart TV,HD
S166061,U3721,M163,2024-08-18,18,21.5,Mobile,4K
S166081,U3722,S037,2024-04-01,4,11.6,Tablet,SD
S166082,U3722,M044,2024-06-27,16,12.0,Smart TV,SD
S166136,U3724,S053,2024-05-26,6,14.8,Desktop,HD
S166192,U3725,S003,2024-06-24,8,20.1,Mobile,HD
S166193,U3725,S041,2024-07-05,4,14.7,Mobile,HD
S166202,U3725,S097,2024-06-17,6,16.5,Mobile,HD
S166295,U3728,S008,2024-06-28,4,16.6,Smart TV,HD
S166311,U3728,M059,2024-04-16,24,16.8,Smart TV,HD
S166319,U3728,S099,2024-02-06,7,20.1,Tablet,HD
S166326,U3728,M166,2024-03-04,30,19.5,Mobile,HD
S166330,U3728,M134,2024-03-24,21,16.5,Smart TV,HD
S166347,U3729,M072,2024-01-25,24,20.0,Tablet,SD
S166360,U3729,M101,2024-08-03,20,13.2,Tablet,4K
S166372,U3729,M136,2024-03-10,18,18.0,Mobile,HD
S166396,U3729,M104,2024-03-28,20,19.0,Tablet,HD
S166500,U3733,M124,2024-06-03,15,10.2,Smart TV,HD
S166569,U3736,M007,2024-01-30,22,16.8,Smart TV,HD
S166577,U3736,M147,2024-01-10,15,16.5,Smart TV,4K
S166592,U3736,M107,2024-02-16,17,19.2,Mobile,SD
S166606,U3737,M116,2024-02-22,17,12.9,Mobile,4K
S166609,U3737,M050,2024-07-13,18,19.4,Mobile,HD
S166617,U3737,M001,2024-08-21,20,11.6,Mobile,HD
S166619,U3737,M084,2024-02-22,22,15.7,Smart TV,HD
S166690,U3739,S044,2024-07-22,4,10.7,Smart TV,SD
S166812,U3741,M130,2024-03-31,22,16.3,Mobile,SD
S166814,U3741,M186,2024-06-01,27,18.1,Smart TV,HD
S166817,U3741,M152,2024-01-31,17,11.6,Mobile,4K
S166830,U3741,S099,2024-08-16,4,12.7,Mobile,SD
S166879,U3743,M197,2024-07-20,33,21.3,Tablet,HD
S166887,U3743,M027,2024-08-17,24,18.9,Smart TV,HD
S166915,U3743,S041,2024-08-09,7,21.4,Desktop,4K
S166932,U3743,S053,2024-03-22,8,19.6,Mobile,HD
S166935,U3743,M039,2024-08-22,18,18.1,Mobile,HD
S167088,U3748,S067,2024-05-11,10,17.3,Mobile,SD
S167090,U3748,M136,2024-03-10,13,13.2,Tablet,4K
S167117,U3749,S041,2024-01-13,5,15.1,Mobile,SD
S167121,U3749,M185,2024-07-09,15,10.8,Smart TV,HD
S167123,U3749,M065,2024-08-13,13,13.6,Smart TV,HD
S167266,U3753,M015,2024-04-06,32,18.5,Smart TV,HD
S167277,U3753,M125,2024-05-01,26,15.9,Smart TV,HD
S167281,U3753,M154,2024-02-15,8,10.9,Smart TV,HD
S167312,U3754,M136,2024-06-24,16,16.6,Smart TV,4K
S167315,U3754,M011,2024-04-23,9,11.2,Smart TV,4K
S167317,U3754,M091,2024-02-08,24,20.4,Smart TV,HD
S167324,U3754,S060,2024-04-19,7,18.1,Desktop,SD
S167353,U3755,S099,2024-04-03,5,15.1,Smart TV,4K
S167363,U3755,S022,2024-06-28,6,18.2,Gaming Console,HD
S167368,U3755,S053,2024-03-16,9,21.3,Mobile,4K
S167390,U3755,S048,2024-08-10,5,17.9,Smart TV,HD
S167396,U3755,S097,2024-02-06,5,13.4,Mobile,HD
S167448,U3757,S067,2024-07-03,7,12.5,Tablet,HD
S167465,U3757,M102,2024-04-05,15,10.3,Smart TV,4K
S167545,U3759,M173,2024-08-20,26,16.1,Smart TV,SD
S167556,U3759,M151,2024-05-04,19,13.4,Mobile,HD
S167558,U3759,M090,2024-02-15,18,21.1,Mobile,HD
S167573,U3759,M057,2024-04-25,31,20.8,Tablet,HD
S167575,U3759,S091,2024-08-06,4,15.8,Mobile,SD
S167603,U3760,M188,2024-07-12,16,14.9,Mobile,HD
S167631,U3760,M016,2024-04-24,11,11.9,Smart TV,HD
S167759,U3763,M037,2024-03-08,10,12.2,Smart TV,HD
S167817,U3765,M147,2024-07-01,18,19.8,Smart TV,HD
S167979,U3768,S009,2024-05-26,7,20.3,Mobile,4K
S168006,U3769,M042,2024-02-13,35,21.5,Smart TV,SD
S168010,U3769,M073,2024-06-07,21,15.0,Tablet,HD
S168060,U3770,M091,2024-05-11,18,15.0,Smart TV,4K
S168075,U3771,M189,2024-08-23,12,13.7,Smart TV,HD
S168078,U3771,S052,2024-02-18,9,16.7,Smart TV,4K
S168079,U3771,S068,2024-08-29,4,17.3,Smart TV,HD
S168087,U3771,S018,2024-07-14,6,16.2,Smart TV,HD
S168092,U3771,M040,2024-04-21,24,14.1,Tablet,4K
S168114,U3772,M057,2024-08-02,25,17.4,Gaming Console,HD
S168278,U3776,M099,2024-07-11,33,21.3,Tablet,HD
S168327,U3777,M003,2024-02-14,16,16.4,Mobile,HD
S168343,U3777,S018,2024-07-27,7,20.0,Tablet,4K
S168364,U3778,S036,2024-04-04,6,19.4,Tablet,SD
S168405,U3780,S065,2024-08-13,4,10.8,Desktop,HD
S168427,U3780,M130,2024-06-03,23,17.0,Mobile,HD
S168511,U3782,M026,2024-07-26,18,11.3,Smart TV,4K
S168530,U3782,M037,2024-08-31,11,13.2,Mobile,SD
S168629,U3785,M065,2024-06-18,11,11.1,Tablet,HD
S168641,U3786,M094,2024-08-24,25,14.7,Tablet,HD
S168651,U3786,M129,2024-08-18,19,18.0,Gaming Console,SD
S168676,U3787,S013,2024-01-08,9,18.9,Gaming Console,HD
S168685,U3787,S032,2024-05-02,5,14.7,Mobile,HD
S168807,U3789,M028,2024-08-11,25,14.6,Smart TV,4K
S168892,U3794,M147,2024-05-19,14,16.1,Tablet,HD
S169017,U3796,M003,2024-02-11,18,17.8,Smart TV,HD
S169033,U3796,M180,2024-05-13,28,17.3,Smart TV,HD
S169047,U3796,M042,2024-07-23,19,11.8,Smart TV,HD
S169073,U3797,M026,2024-03-12,28,17.4,Desktop,4K
S169112,U3797,M019,2024-07-15,14,17.1,Tablet,4K
S169137,U3798,M154,2024-06-14,9,12.0,Smart TV,HD
S169162,U3798,S097,2024-04-02,4,10.1,Tablet,HD
S169260,U3800,M155,2024-04-03,22,19.7,Smart TV,HD
S169307,U3800,S080,2024-06-06,3,11.2,Smart TV,HD
S169329,U3800,M196,2024-01-27,17,17.0,Smart TV,HD
S169371,U3802,S087,2024-04-30,9,17.3,Mobile,SD
S169393,U3802,M173,2024-06-10,32,19.7,Mobile,HD
S169396,U3802,S024,2024-05-12,8,17.5,Desktop,HD
S169420,U3802,M168,2024-02-12,19,13.6,Tablet,HD
S169426,U3802,S084,2024-03-14,6,12.9,Tablet,SD
S169436,U3803,M156,2024-08-25,34,19.9,Mobile,HD
S169440,U3803,S068,2024-01-19,3,13.6,Smart TV,HD
S169449,U3803,S010,2024-03-26,6,13.5,Tablet,4K
S169468,U3803,M039,2024-03-22,14,14.1,Smart TV,4K
S169482,U3803,M185,2024-05-25,21,14.6,Mobile,HD
S169506,U3804,S099,2024-05-09,4,12.8,Mobile,HD
S169507,U3804,M012,2024-08-25,15,15.1,Mobile,HD
S169536,U3806,M117,2024-01-24,30,17.8,Desktop,HD
S169545,U3806,M030,2024-01-24,22,15.7,Desktop,SD
S169554,U3806,M006,2024-06-21,26,16.9,Smart TV,SD
S169555,U3806,M032,2024-06-05,27,20.7,Smart TV,4K
S169570,U3807,M076,2024-08-20,33,20.2,Tablet,HD
S169655,U3809,M076,2024-08-13,22,13.6,Smart TV,HD
S169659,U3809,M059,2024-08-19,28,19.3,Mobile,SD
S169688,U3809,M011,2024-04-07,13,17.2,Mobile,HD
S169706,U3810,M104,2024-02-13,19,18.2,Mobile,HD
S169721,U3810,M072,2024-05-29,17,13.8,Smart TV,4K
S169805,U3812,M084,2024-07-24,18,12.9,Mobile,SD
S169825,U3812,S044,2024-08-06,6,13.2,Tablet,HD
S169876,U3813,S089,2024-05-06,5,12.7,Mobile,HD
S169921,U3815,S016,2024-01-01,9,17.6,Tablet,SD
S169924,U3815,M124,2024-06-01,22,14.8,Smart TV,4K
S170325,U3822,M161,2024-05-04,16,16.1,Smart TV,HD
S170326,U3822,M062,2024-07-19,28,20.7,Smart TV,SD
S170332,U3822,S081,2024-08-07,4,13.9,Smart TV,SD
S170442,U3824,M160,2024-05-01,22,14.1,Desktop,HD
S170481,U3824,M032,2024-03-26,19,14.6,Smart TV,HD
S170513,U3825,M115,2024-06-09,13,16.6,Mobile,HD
S170545,U3826,M152,2024-01-23,18,12.0,Smart TV,SD
S170801,U3830,S041,2024-07-12,3,10.1,Smart TV,4K
S170838,U3830,M016,2024-06-11,15,15.8,Mobile,HD
S170869,U3831,S013,2024-07-19,7,13.6,Tablet,SD
S170879,U3831,M155,2024-06-10,16,14.6,Mobile,4K
S170910,U3833,M107,2024-02-14,19,21.2,Mobile,HD
S171063,U3836,M173,2024-04-19,19,11.6,Tablet,4K
S171108,U3836,S007,2024-06-15,10,18.2,Smart TV,4K
S171126,U3837,M142,2024-03-27,35,20.8,Smart TV,4K
S171157,U3839,M047,2024-07-27,23,20.0,Desktop,HD
S171171,U3839,M074,2024-03-05,20,13.9,Tablet,HD
S171177,U3839,S076,2024-01-12,8,16.4,Tablet,HD
S171200,U3840,S095,2024-03-20,3,12.0,Smart TV,HD
S171207,U3841,M026,2024-01-20,22,14.0,Smart TV,4K
S171219,U3841,M098,2024-02-09,20,14.4,Smart TV,SD
S171235,U3842,M094,2024-07-15,18,10.6,Tablet,HD
S171236,U3842,M013,2024-07-15,24,13.8,Smart TV,SD
S171264,U3843,M148,2024-03-22,17,11.2,Smart TV,4K
S171278,U3843,M037,2024-08-06,18,20.8,Tablet,HD
S171282,U3843,M079,2024-08-27,25,16.2,Smart TV,HD
S171489,U3848,S061,2024-05-01,7,15.0,Smart TV,HD
S171604,U3850,S024,2024-08-29,8,17.3,Smart TV,HD
S171792,U3853,S073,2024-01-30,8,16.4,Smart TV,HD
S171805,U3853,M081,2024-05-15,19,12.4,Desktop,HD
S171807,U3853,S066,2024-03-29,6,19.8,Smart TV,SD
S171869,U3855,M044,2024-04-09,25,18.7,Mobile,SD
S171873,U3855,M025,2024-03-18,31,19.1,Mobile,HD
S171903,U3856,M026,2024-03-27,33,20.7,Desktop,SD
S171954,U3858,S080,2024-05-06,4,14.4,Smart TV,SD
S172036,U3860,M065,2024-01-17,20,20.0,Mobile,HD
S172046,U3860,M015,2024-05-10,37,21.1,Gaming Console,HD
S172058,U3860,M140,2024-06-12,19,18.3,Tablet,HD
S172090,U3862,S047,2024-06-20,9,16.6,Smart TV,SD
S172094,U3862,M015,2024-04-17,21,12.0,Mobile,HD
S172101,U3862,M146,2024-04-16,13,17.1,Smart TV,HD
S172115,U3862,M108,2024-02-06,17,15.3,Mobile,HD
S172128,U3862,S024,2024-03-18,5,12.1,Tablet,4K
S172204,U3864,M188,2024-06-12,14,12.6,Smart TV,HD
S172254,U3866,M088,2024-06-12,21,14.7,Mobile,SD
S172274,U3866,S029,2024-01-26,6,16.3,Smart TV,4K
S172309,U3867,M136,2024-02-17,13,14.0,Mobile,HD
S172320,U3867,M023,2024-03-14,22,15.3,Smart TV,4K
S172324,U3867,M107,2024-03-14,12,13.3,Tablet,SD
S172333,U3867,M159,2024-07-18,15,15.5,Mobile,HD
S172350,U3867,S055,2024-07-08,11,19.2,Smart TV,SD
S172358,U3867,M177,2024-02-16,17,10.2,Tablet,4K
S172360,U3867,M062,2024-06-08,18,14.0,Tablet,HD
S172362,U3867,M184,2024-04-04,16,20.1,Smart TV,4K
S172376,U3868,S019,2024-08-15,4,12.2,Tablet,HD
S172394,U3869,S039,2024-05-03,6,12.9,Mobile,HD
S172454,U3870,S056,2024-06-13,6,10.9,Mobile,HD
S172474,U3870,M094,2024-01-06,27,15.8,Desktop,HD
S172533,U3871,S049,2024-02-24,6,17.7,Mobile,SD
S172543,U3871,M171,2024-02-07,29,20.1,Smart TV,4K
S172573,U3872,S022,2024-03-03,7,20.0,Mobile,SD
S172597,U3872,M122,2024-07-27,25,16.1,Smart TV,SD
S172600,U3872,S055,2024-07-27,9,15.4,Smart TV,SD
S172616,U3873,M076,2024-06-10,22,13.3,Smart TV,4K
S172617,U3873,M193,2024-04-12,16,18.4,Desktop,4K
S172619,U3873,S014,2024-04-17,8,13.9,Tablet,HD
S172627,U3873,M160,2024-03-31,33,21.0,Mobile,HD
S172635,U3873,M016,2024-04-07,19,20.3,Smart TV,SD
S172762,U3876,M102,2024-08-02,24,16.4,Smart TV,HD
S172770,U3876,S048,2024-05-30,3,10.7,Tablet,HD
S172925,U3879,M144,2024-03-08,16,14.6,Smart TV,HD
S172969,U3880,M100,2024-08-09,17,11.9,Smart TV,HD
S172973,U3880,S013,2024-02-15,7,14.1,Gaming Console,HD
S172978,U3880,M102,2024-05-15,18,12.4,Mobile,SD
S172979,U3880,S073,2024-01-25,8,16.9,Tablet,SD
S172991,U3880,M170,2024-06-06,13,10.8,Smart TV,4K
S173000,U3881,S052,2024-04-24,5,10.8,Gaming Console,HD
S173007,U3881,S039,2024-06-12,11,21.3,Mobile,SD
S173022,U3882,M053,2024-01-18,28,17.9,Desktop,HD
S173024,U3882,M127,2024-06-19,28,15.7,Smart TV,HD
S173263,U3889,M033,2024-04-12,21,18.0,Desktop,4K
S173360,U3891,M155,2024-08-21,23,20.0,Desktop,4K
S173368,U3891,M030,2024-02-14,16,11.4,Smart TV,4K
S173370,U3891,S017,2024-06-07,7,18.7,Mobile,SD
S173371,U3891,S014,2024-07-23,12,21.2,Smart TV,4K
S173381,U3892,M115,2024-05-07,10,12.5,Desktop,HD
S173414,U3892,S066,2024-08-15,7,20.8,Smart TV,4K
S173479,U3894,M110,2024-02-05,26,21.0,Smart TV,HD
S173492,U3894,S049,2024-01-08,7,20.0,Mobile,SD
S173496,U3894,M121,2024-08-14,26,17.1,Mobile,SD
S173499,U3894,M056,2024-08-16,17,19.6,Smart TV,SD
S173510,U3894,M115,2024-07-06,15,18.1,Smart TV,HD
S173525,U3895,M028,2024-03-16,23,13.4,Tablet,4K
S173529,U3895,S095,2024-03-21,3,11.2,Tablet,HD
S173567,U3896,M070,2024-07-30,36,21.6,Mobile,SD
S173576,U3896,S100,2024-08-29,3,10.0,Mobile,4K
S173590,U3896,M045,2024-06-02,16,13.3,Smart TV,4K
S173612,U3897,M033,2024-02-12,16,13.6,Desktop,HD
S173640,U3897,M023,2024-07-02,15,10.9,Smart TV,4K
S173647,U3897,S017,2024-07-25,6,16.0,Desktop,HD
S173650,U3897,M198,2024-08-12,17,18.1,Smart TV,HD
S173651,U3897,M002,2024-06-04,19,13.3,Desktop,SD
S173652,U3897,S018,2024-05-04,7,20.5,Smart TV,HD
S173653,U3897,S032,2024-05-02,6,18.5,Smart TV,4K
S173654,U3897,S006,2024-04-10,3,13.1,Smart TV,HD
S173944,U3902,S024,2024-05-17,8,17.4,Smart TV,SD
S173954,U3902,M108,2024-04-01,22,19.9,Smart TV,4K
S174171,U3907,S043,2024-01-31,3,11.4,Tablet,SD
S174177,U3907,M076,2024-07-12,28,17.3,Smart TV,HD
S174190,U3907,M115,2024-08-23,17,21.1,Tablet,HD
S174192,U3907,M117,2024-03-07,36,21.3,Mobile,HD
S174218,U3908,S061,2024-06-22,7,14.9,Tablet,4K
S174299,U3910,M028,2024-05-09,28,16.6,Tablet,4K
S174310,U3910,M124,2024-01-24,30,20.3,Smart TV,HD
S174322,U3910,M150,2024-03-19,22,18.7,Smart TV,4K
S174339,U3910,S081,2024-07-11,6,21.7,Desktop,SD
S174351,U3911,S100,2024-02-27,4,12.1,Smart TV,4K
S174352,U3911,S021,2024-08-16,5,12.2,Mobile,SD
S174354,U3911,M084,2024-03-29,14,10.1,Mobile,HD
S174378,U3912,S046,2024-06-08,4,21.6,Smart TV,SD
S174386,U3912,M094,2024-08-18,34,20.0,Tablet,HD
S174397,U3912,S058,2024-04-18,6,11.1,Smart TV,HD
S174400,U3912,S054,2024-01-23,8,15.6,Mobile,HD
S174423,U3912,S037,2024-07-03,7,19.1,Desktop,SD
S174427,U3912,S081,2024-05-14,4,15.5,Smart TV,SD
S174429,U3912,S076,2024-02-08,9,19.2,Desktop,4K
S174467,U3913,M123,2024-05-02,24,21.0,Tablet,SD
S174470,U3913,M181,2024-04-05,15,12.4,Mobile,HD
S174479,U3913,M140,2024-01-27,15,14.5,Mobile,SD
S174542,U3916,M134,2024-07-26,16,12.5,Desktop,SD
S174626,U3918,M152,2024-07-19,29,19.0,Tablet,4K
S174649,U3918,M004,2024-05-02,19,13.6,Gaming Console,4K
S174652,U3918,M040,2024-07-08,27,16.0,Smart TV,4K
S174668,U3919,M045,2024-07-29,21,17.1,Desktop,SD
S174670,U3919,M149,2024-03-07,23,20.0,Smart TV,SD
S174672,U3919,S029,2024-04-01,5,14.3,Smart TV,HD
S174697,U3919,M102,2024-07-24,31,21.1,Smart TV,HD
S174848,U3921,M073,2024-02-02,16,11.9,Mobile,HD
S174855,U3921,S020,2024-08-23,7,19.5,Desktop,4K
S174857,U3921,M028,2024-01-16,28,16.4,Smart TV,HD
S174876,U3922,S068,2024-06-11,3,15.3,Mobile,HD
S174910,U3923,M138,2024-04-03,29,20.0,Smart TV,HD
S174925,U3923,S033,2024-03-03,4,15.4,Mobile,SD
S174934,U3923,S070,2024-06-17,11,21.4,Smart TV,4K
S175038,U3925,S076,2024-04-21,7,16.0,Mobile,SD
S175044,U3925,S033,2024-05-21,4,15.0,Smart TV,HD
S175056,U3925,S076,2024-01-03,10,21.7,Smart TV,HD
S175059,U3925,M036,2024-06-27,16,16.3,Mobile,4K
S175180,U3928,S076,2024-02-08,8,17.4,Mobile,HD
S175316,U3931,M171,2024-02-22,30,21.1,Mobile,HD
S175331,U3931,S048,2024-08-10,5,18.3,Smart TV,HD
S175340,U3931,S036,2024-07-25,7,21.5,Smart TV,SD
S175348,U3931,M029,2024-03-16,16,13.4,Smart TV,4K
S175431,U3933,S046,2024-08-31,3,15.7,Mobile,SD
S175593,U3937,M089,2024-05-04,20,19.4,Tablet,SD
S175942,U3942,M110,2024-07-30,17,13.8,Desktop,4K
S175953,U3942,M002,2024-01-26,22,15.5,Gaming Console,HD
S175954,U3942,M181,2024-08-28,17,14.0,Tablet,4K
S175976,U3943,M105,2024-08-02,21,20.9,Smart TV,SD
S176133,U3946,M006,2024-01-04,22,14.2,Tablet,HD
S176146,U3947,S023,2024-02-07,8,19.9,Mobile,HD
S176157,U3947,M006,2024-01-05,18,12.1,Smart TV,HD
S176172,U3947,M143,2024-02-12,24,16.1,Mobile,HD
S176181,U3947,M046,2024-07-21,20,13.7,Desktop,SD
S176194,U3948,M020,2024-04-26,19,17.8,Smart TV,HD
S176217,U3948,S007,2024-02-02,7,13.3,Smart TV,HD
S176233,U3949,M184,2024-05-04,15,18.8,Smart TV,HD
S176281,U3949,M170,2024-05-10,24,19.8,Smart TV,SD
S176319,U3950,M010,2024-05-31,36,20.7,Smart TV,HD
S176324,U3950,M188,2024-02-06,23,20.7,Smart TV,HD
S176353,U3950,S062,2024-01-12,7,13.6,Smart TV,SD
S176358,U3951,S089,2024-08-05,6,16.2,Mobile,HD
S176372,U3951,M092,2024-05-19,20,14.0,Smart TV,4K
S176374,U3951,M042,2024-05-28,31,19.5,Mobile,SD
S176386,U3951,M175,2024-02-06,23,16.8,Smart TV,HD
S176403,U3951,S068,2024-01-23,5,21.5,Mobile,SD
S176508,U3957,M124,2024-06-25,28,19.0,Smart TV,HD
S176631,U3961,S062,2024-08-30,10,18.7,Mobile,HD
S176902,U3968,M039,2024-01-18,11,10.9,Mobile,HD
S177036,U3971,S037,2024-02-17,7,18.3,Tablet,4K
S177041,U3971,M045,2024-03-08,18,15.4,Tablet,HD
S177050,U3972,M004,2024-08-27,23,16.1,Desktop,HD
S177062,U3972,S015,2024-04-28,5,19.0,Mobile,SD
S177095,U3972,M166,2024-08-13,30,19.8,Smart TV,HD
S177131,U3973,M083,2024-05-08,20,18.0,Smart TV,4K
S177135,U3973,S076,2024-04-03,8,18.2,Smart TV,HD
S177141,U3973,M166,2024-04-12,18,11.8,Mobile,HD
S177423,U3978,M116,2024-01-11,23,17.5,Smart TV,4K
S177430,U3978,M042,2024-07-08,23,14.4,Smart TV,HD
S177442,U3979,S096,2024-07-08,11,18.5,Gaming Console,HD
S177459,U3979,M045,2024-07-29,13,10.7,Smart TV,HD
S177461,U3979,M062,2024-05-13,17,12.5,Desktop,HD
S177482,U3979,S036,2024-02-26,7,20.3,Smart TV,4K
S177495,U3980,M173,2024-01-01,23,14.2,Tablet,HD
S177507,U3980,M055,2024-01-31,18,13.2,Gaming Console,HD
S177521,U3980,M016,2024-05-11,15,16.2,Tablet,4K
S177526,U3980,M104,2024-05-02,19,17.6,Mobile,HD
S177535,U3980,M161,2024-05-22,17,16.9,Gaming Console,4K
S177542,U3980,S045,2024-01-18,3,13.6,Smart TV,SD
S177545,U3981,S096,2024-04-18,6,10.9,Desktop,SD
S177548,U3981,M081,2024-08-16,28,18.0,Desktop,SD
S177571,U3981,M172,2024-06-10,18,13.4,Mobile,SD
S177576,U3981,M046,2024-05-01,24,17.0,Mobile,SD
S177632,U3983,S065,2024-03-29,7,17.3,Mobile,HD
S177637,U3983,M020,2024-01-28,17,16.0,Tablet,4K
S177723,U3986,S066,2024-07-17,6,18.9,Mobile,4K
S177727,U3986,M036,2024-03-14,18,19.0,Desktop,SD
S177733,U3986,M074,2024-01-01,25,17.7,Mobile,HD
S177760,U3986,M124,2024-01-24,16,11.2,Mobile,SD
S177901,U3990,M039,2024-04-02,21,21.0,Desktop,HD
S177963,U3992,S091,2024-04-21,5,18.1,Tablet,SD
S178116,U3998,M198,2024-03-22,15,16.0,Tablet,4K
S178118,U3998,M069,2024-07-12,23,19.5,Desktop,HD
S178122,U3998,M136,2024-02-19,15,15.4,Smart TV,HD
S178139,U3998,M199,2024-05-20,19,11.4,Tablet,SD
S178144,U3998,S094,2024-04-04,7,15.7,Desktop,HD
S178145,U3998,S056,2024-03-07,5,10.1,Smart TV,HD
S178155,U3998,M062,2024-07-17,23,17.1,Mobile,4K
S178157,U3998,M149,2024-02-19,22,19.1,Mobile,SD
S178158,U3998,S089,2024-03-13,6,15.8,Mobile,SD
S178165,U3998,M122,2024-03-17,30,19.1,Gaming Console,HD
S178207,U4000,M084,2024-07-08,20,14.6,Mobile,SD
S178223,U4000,S081,2024-06-16,4,15.2,Mobile,4K
S178238,U4000,M096,2024-03-07,11,13.3,Smart TV,HD
S178251,U4000,S066,2024-05-31,4,12.0,Mobile,4K
S178266,U4001,S097,2024-06-12,4,12.2,Desktop,HD
S178350,U4002,S062,2024-01-19,9,17.1,Mobile,SD
S178366,U4002,S044,2024-06-29,8,18.8,Mobile,SD
S178390,U4003,S019,2024-05-11,6,16.1,Mobile,SD
S178393,U4003,M180,2024-03-26,27,16.5,Mobile,HD
S178404,U4003,M124,2024-04-18,17,11.3,Desktop,HD
S178423,U4004,M146,2024-05-20,10,12.5,Mobile,SD
S178428,U4004,M125,2024-06-28,28,17.1,Tablet,SD
S178485,U4006,S032,2024-01-11,3,10.6,Mobile,HD
S178489,U4006,S062,2024-02-17,9,16.7,Tablet,HD
S178492,U4006,M199,2024-01-22,21,12.4,Tablet,HD
S178549,U4008,M001,2024-07-06,35,19.8,Mobile,SD
S178571,U4008,M070,2024-07-06,35,20.5,Desktop,HD
S178586,U4009,S054,2024-08-02,6,11.8,Mobile,SD
S178604,U4010,M001,2024-06-09,23,13.0,Smart TV,SD
S178614,U4010,M111,2024-08-24,13,14.2,Smart TV,SD
S178729,U4013,M016,2024-02-27,20,21.7,Mobile,HD
S178767,U4014,S022,2024-01-02,6,18.4,Smart TV,4K
S178858,U4017,M177,2024-03-29,28,17.0,Tablet,HD
S178862,U4017,M154,2024-06-28,10,12.5,Smart TV,4K
S178868,U4017,S047,2024-04-29,7,12.4,Smart TV,4K
S178900,U4018,S015,2024-08-09,6,20.6,Desktop,HD
S178928,U4018,M169,2024-02-14,33,21.3,Smart TV,HD
S178936,U4019,M057,2024-08-08,24,16.7,Smart TV,SD
S178937,U4019,S001,2024-03-08,5,10.8,Smart TV,SD
S178970,U4019,M149,2024-02-21,14,12.2,Mobile,HD
S179083,U4022,S024,2024-06-06,8,18.2,Smart TV,HD
S179089,U4022,M140,2024-01-25,16,15.3,Mobile,HD
S179207,U4024,M096,2024-07-23,16,19.8,Tablet,SD
S179441,U4030,S022,2024-04-04,6,16.9,Mobile,HD
S179455,U4031,M087,2024-02-20,23,17.0,Smart TV,4K
S179458,U4031,M163,2024-06-28,14,17.1,Smart TV,4K
S179498,U4032,S044,2024-04-13,9,20.2,Tablet,HD
